name,position,club,minutes,appearances,starts,goals,assists,clean_sheets,rating,form,xg,xa,yellow_cards,red_cards,bonus,bps,ict_index,chance_playing,fixture_difficulty,home,selected_by_percent,team_form_points,team_attack_form,team_defence_form,opponent_strength,rest_days,price,future_points,GW,kickoff_time
Dean Huijsen,DEF,Bournemouth,90.0,2.0,1.0,0.0,0.0,0.0,6.1,1.0,0.0,0.01,0.0,0.0,0.0,9.0,1.25,0.6499999999999999,3.0,0.0,58.92536635347692,1.5,1.35,1.35,0.5,7.0,4.5,1,3,2024-08-31T14:00:00Z
Dejan Kulusevski,MID,Spurs,77.0,2.0,1.0,0.0,1.0,1.0,6.233333333333333,3.5,0.0,0.28,0.0,0.0,0.0,21.0,5.3999999999999995,1.0,3.0,0.0,76.47718932313812,1.5,1.35,1.35,0.5,7.0,6.4,2,3,2024-09-01T12:30:00Z
Deniz Undav,FWD,Brighton,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,42.16845318476652,1.5,1.35,1.35,0.5,7.0,5.5,0,3,2024-08-31T11:30:00Z
Destiny Udogie,DEF,Spurs,162.0,2.0,2.0,0.0,0.0,1.0,6.197530864197531,4.0,0.0,0.06999999999999999,0.0,0.0,0.0,32.0,2.3,1.0,3.0,0.0,80.40154044697906,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-09-01T12:30:00Z
Diogo Dalot Teixeira,DEF,Man Utd,180.0,2.0,2.0,0.0,0.0,1.0,6.25,4.0,0.02,0.07,0.0,0.0,1.0,45.0,2.9,1.0,3.0,1.0,85.33298867646312,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-09-01T15:00:00Z
Dominic Calvert-Lewin,FWD,Everton,146.0,2.0,2.0,0.0,0.0,0.0,6.0479452054794525,2.0,0.05,0.01,0.0,0.0,0.0,7.0,1.0,1.0,3.0,1.0,74.98666846153267,1.5,1.35,1.35,0.5,7.0,5.9,12,3,2024-08-31T14:00:00Z
Dominic Solanke-Mitchell,FWD,Spurs,90.0,2.0,1.0,0.0,0.0,0.0,6.188888888888889,1.0,0.34,0.15,0.0,0.0,0.0,17.0,4.75,0.6499999999999999,3.0,0.0,86.90316300112192,1.5,1.35,1.35,0.5,7.0,7.5,0,3,2024-09-01T12:30:00Z
Dominik Szoboszlai,MID,Liverpool,180.0,2.0,2.0,0.0,1.0,2.0,6.205555555555556,4.5,0.21,0.6499999999999999,1.0,0.0,1.0,37.0,6.35,1.0,3.0,0.0,77.60552427888616,1.5,1.35,1.35,0.5,7.0,6.5,6,3,2024-09-01T15:00:00Z
Dwight McNeil,MID,Everton,180.0,2.0,2.0,0.0,0.0,0.0,6.166666666666667,2.0,0.03,0.8,0.0,0.0,0.0,30.0,7.5,1.0,3.0,1.0,69.52134498959059,1.5,1.35,1.35,0.5,7.0,5.4,6,3,2024-08-31T14:00:00Z
Eberechi Eze,MID,Crystal Palace,180.0,2.0,2.0,0.0,0.0,0.0,6.155555555555556,2.0,0.86,0.22000000000000003,0.0,0.0,0.0,28.0,9.65,1.0,3.0,0.0,92.28524016028453,1.5,1.35,1.35,0.5,7.0,6.9,10,3,2024-09-01T12:30:00Z
Eddie Nketiah,FWD,Crystal Palace,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,66.82445323631494,1.5,1.35,1.35,0.5,7.0,5.9,0,3,2024-09-01T12:30:00Z
Edson Álvarez Velázquez,MID,West Ham,12.0,2.0,0.0,0.0,0.0,0.0,6.022222222222222,0.5,0.01,0.21,0.0,0.0,0.0,2.0,0.45,0.6499999999999999,3.0,1.0,57.49020740014855,1.5,1.35,1.35,0.5,7.0,5.0,2,3,2024-08-31T16:30:00Z
Elliot Anderson,MID,Nott'm Forest,92.0,2.0,1.0,0.0,0.0,1.0,6.228260869565218,2.0,0.05,0.04,0.0,0.0,0.0,21.0,2.8,1.0,3.0,1.0,60.11412873197074,1.5,1.35,1.35,0.5,7.0,5.0,6,3,2024-08-31T14:00:00Z
Emerson Leite de Souza Junior,DEF,Spurs,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,46.3546223273391,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
Emerson Palmieri dos Santos,DEF,West Ham,178.0,2.0,2.0,0.0,0.0,1.0,6.179775280898877,3.5,0.04,0.03,0.0,0.0,0.0,32.0,2.25,1.0,3.0,1.0,70.09414470852849,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T16:30:00Z
Emil Krafth,DEF,Newcastle,150.0,2.0,1.0,0.0,0.0,1.0,6.2,4.0,0.0,0.03,0.0,0.0,0.0,30.0,2.1,1.0,3.0,1.0,61.86707089459785,1.5,1.35,1.35,0.5,7.0,4.5,2,3,2024-09-01T12:30:00Z
Emile Smith Rowe,MID,Fulham,131.0,2.0,2.0,1.0,0.0,1.0,6.32824427480916,6.5,0.53,0.03,0.0,0.0,3.0,43.0,3.9,1.0,3.0,0.0,92.80016393369323,1.5,1.35,1.35,0.5,7.0,5.6,2,3,2024-08-31T14:00:00Z
Emiliano Buendía Stati,MID,Aston Villa,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,58.487355280081346,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-08-31T14:00:00Z
Emiliano Martínez Romero,GK,Aston Villa,180.0,2.0,2.0,0.0,0.0,0.0,6.116666666666666,2.0,0.0,0.0,0.0,0.0,0.0,21.0,2.2,1.0,3.0,0.0,88.3490322278577,1.5,1.35,1.35,0.5,7.0,5.0,2,3,2024-08-31T14:00:00Z
Emmanuel Dennis,FWD,Nott'm Forest,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,62.60163020044156,1.5,1.35,1.35,0.5,7.0,5.0,0,3,2024-08-31T14:00:00Z
Endo Wataru,MID,Liverpool,1.0,2.0,0.0,0.0,0.0,0.0,6.033333333333333,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6499999999999999,3.0,0.0,62.26167747693198,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-09-01T15:00:00Z
Enes Ünal,FWD,Bournemouth,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,48.15978639306706,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-08-31T14:00:00Z
Enso González,MID,Wolves,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,49.18377825730173,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Enzo Barrenechea,MID,Aston Villa,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,53.48936033325585,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-08-31T14:00:00Z
Enzo Fernández,MID,Chelsea,180.0,2.0,2.0,0.0,0.0,0.0,6.1722222222222225,2.0,0.22,0.12,0.0,0.0,0.0,31.0,4.8,1.0,3.0,1.0,75.58477870563381,1.5,1.35,1.35,0.5,7.0,5.0,2,3,2024-09-01T12:30:00Z
Eric da Silva Moreira,MID,Nott'm Forest,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,55.19131785252539,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Erling Haaland,FWD,Man City,179.0,2.0,2.0,4.0,0.0,1.0,6.620111731843576,12.0,2.0700000000000003,0.04,1.0,0.0,5.0,111.0,12.95,1.0,3.0,0.0,98.04332682880232,1.5,1.35,1.35,0.5,7.0,15.1,17,3,2024-08-31T16:30:00Z
Ethan Brierley,MID,Brentford,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,56.578118477929294,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Ethan Pinnock,DEF,Brentford,180.0,2.0,2.0,0.0,0.0,0.0,6.055555555555555,0.5,0.01,0.0,0.0,0.0,0.0,10.0,2.6,1.0,3.0,1.0,66.95631360500563,1.5,1.35,1.35,0.5,7.0,4.5,1,3,2024-08-31T14:00:00Z
Evan Ferguson,FWD,Brighton,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,58.63696409161049,1.5,1.35,1.35,0.5,7.0,5.5,0,3,2024-08-31T11:30:00Z
Ezri Konsa Ngoyo,DEF,Aston Villa,180.0,2.0,2.0,0.0,0.0,0.0,6.094444444444444,1.5,0.07,0.02,0.0,0.0,0.0,17.0,2.45,1.0,3.0,0.0,88.44184889438311,1.5,1.35,1.35,0.5,7.0,4.5,2,3,2024-08-31T14:00:00Z
Fabian Schär,DEF,Newcastle,27.0,2.0,1.0,0.0,0.0,0.0,6.0,-1.0,0.04,0.0,0.0,1.0,0.0,-8.0,0.05,0.6499999999999999,3.0,1.0,71.79385597096255,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-09-01T12:30:00Z
Facundo Buonanotte,MID,Leicester,148.0,2.0,2.0,0.0,1.0,0.0,6.216216216216216,3.5,0.0,0.38,0.0,0.0,0.0,32.0,4.85,1.0,3.0,1.0,60.879126024511464,1.5,1.35,1.35,0.5,7.0,5.0,6,3,2024-08-31T14:00:00Z
Filip Marschall,GK,Aston Villa,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,30.888864422584263,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
Francisco Jorge Tomás Oliveira,MID,Wolves,6.0,2.0,0.0,0.0,0.0,0.0,6.044444444444444,0.5,0.0,0.05,0.0,0.0,0.0,4.0,0.95,0.6499999999999999,3.0,0.0,64.02992136848373,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Frank Onyeka,MID,Brentford,23.0,2.0,0.0,0.0,0.0,0.0,6.033333333333333,1.0,0.0,0.02,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,51.95647087049666,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-08-31T14:00:00Z
Fraser Forster,GK,Spurs,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,63.15313872602094,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
Fábio Ferreira Vieira,MID,Arsenal,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,48.85978291046506,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-08-31T11:30:00Z
Fábio Freitas Gouveia Carvalho,MID,Brentford,30.0,2.0,0.0,0.0,0.0,0.0,6.0777777777777775,1.0,0.0,0.01,0.0,0.0,0.0,7.0,0.35,1.0,3.0,1.0,72.86230303591458,1.5,1.35,1.35,0.5,7.0,4.9,1,3,2024-08-31T14:00:00Z
Gabriel Fernando de Jesus,FWD,Arsenal,5.0,2.0,0.0,0.0,0.0,0.0,6.011111111111111,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,0.6499999999999999,3.0,1.0,72.6876904707343,1.5,1.35,1.35,0.5,7.0,6.8,0,3,2024-08-31T11:30:00Z
Gabriel Martinelli Silva,MID,Arsenal,154.0,2.0,2.0,0.0,0.0,2.0,6.162337662337662,3.0,0.08,0.6,0.0,0.0,0.0,25.0,5.9,1.0,3.0,1.0,78.01910424140839,1.5,1.35,1.35,0.5,7.0,7.0,1,3,2024-08-31T11:30:00Z
Garang Kuol,MID,Newcastle,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,51.95966753493234,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
George Earthy,MID,West Ham,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,54.79618036782671,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T16:30:00Z
Giovani Lo Celso,MID,Spurs,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,57.166815950620084,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-09-01T12:30:00Z
Guglielmo Vicario,GK,Spurs,180.0,2.0,2.0,0.0,0.0,1.0,6.2555555555555555,4.0,0.0,0.0,0.0,0.0,0.0,46.0,1.9500000000000002,1.0,3.0,0.0,81.08663970177103,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-09-01T12:30:00Z
Guido Rodríguez,MID,West Ham,174.0,2.0,2.0,0.0,0.0,1.0,6.149425287356322,2.5,0.04,0.03,0.0,0.0,0.0,26.0,1.15,1.0,3.0,1.0,56.63832184711468,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-08-31T16:30:00Z
Hannibal Mejbri,MID,Man Utd,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,58.27710332978667,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T15:00:00Z
Harry Maguire,DEF,Man Utd,158.0,2.0,2.0,0.0,0.0,1.0,6.215189873417722,3.5,0.04,0.01,1.0,0.0,0.0,34.0,2.6,1.0,3.0,1.0,70.30311388738984,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-09-01T15:00:00Z
Harry Souttar,DEF,Leicester,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,46.23248122171852,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
Harry Toffolo,DEF,Nott'm Forest,36.0,2.0,0.0,0.0,0.0,0.0,6.0,0.5,0.02,0.01,0.0,0.0,0.0,0.0,0.95,0.6499999999999999,3.0,1.0,56.106780290931454,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Harry Wilson,MID,Fulham,33.0,2.0,0.0,0.0,0.0,0.0,6.044444444444444,0.5,0.0,0.02,1.0,0.0,0.0,4.0,0.8,1.0,3.0,0.0,60.458118026210215,1.5,1.35,1.35,0.5,7.0,5.4,1,3,2024-08-31T14:00:00Z
Harvey Barnes,MID,Newcastle,52.0,2.0,0.0,0.0,1.0,0.0,6.2444444444444445,3.0,0.17,0.31,0.0,0.0,1.0,22.0,3.1,1.0,3.0,1.0,66.11960376915174,1.5,1.35,1.35,0.5,7.0,6.4,9,3,2024-09-01T12:30:00Z
Harvey Elliott,MID,Liverpool,7.0,2.0,0.0,0.0,0.0,0.0,6.033333333333333,0.5,0.0,0.02,0.0,0.0,0.0,3.0,0.2,0.6499999999999999,3.0,0.0,70.20338960263307,1.5,1.35,1.35,0.5,7.0,5.3,0,3,2024-09-01T15:00:00Z
Hákon Valdimarsson,GK,Brentford,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,81.27866371820012,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
Ian Maatsen,DEF,Aston Villa,30.0,2.0,0.0,0.0,0.0,0.0,6.055555555555555,1.0,0.0,0.13,0.0,0.0,0.0,5.0,1.95,1.0,3.0,0.0,79.07587404491635,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-08-31T14:00:00Z
Ibrahim Sangaré,MID,Nott'm Forest,155.0,2.0,2.0,0.0,0.0,1.0,6.141935483870967,2.0,0.02,0.05,1.0,0.0,0.0,22.0,2.2,1.0,3.0,1.0,78.47660591800039,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Ibrahima Konaté,DEF,Liverpool,135.0,2.0,1.0,0.0,0.0,1.0,6.318518518518519,4.0,0.19,0.02,0.0,0.0,1.0,43.0,3.25,1.0,3.0,0.0,78.16610805586296,1.5,1.35,1.35,0.5,7.0,5.0,6,3,2024-09-01T15:00:00Z
Idrissa Gueye,MID,Everton,180.0,2.0,2.0,0.0,0.0,0.0,6.0777777777777775,2.0,0.02,0.02,0.0,0.0,0.0,14.0,1.4500000000000002,1.0,3.0,1.0,55.34974407196036,1.5,1.35,1.35,0.5,7.0,5.0,2,3,2024-08-31T14:00:00Z
Iliman Ndiaye,FWD,Everton,60.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.04,0.02,0.0,0.0,0.0,-1.0,1.5499999999999998,1.0,3.0,1.0,61.2183297148192,1.5,1.35,1.35,0.5,7.0,5.4,2,3,2024-08-31T14:00:00Z
Illia Zabarnyi,DEF,Bournemouth,180.0,2.0,2.0,0.0,0.0,0.0,6.122222222222222,2.0,0.0,0.03,0.0,0.0,0.0,22.0,1.7,1.0,3.0,0.0,67.16155195396894,1.5,1.35,1.35,0.5,7.0,4.5,1,3,2024-08-31T14:00:00Z
Isaac Hayden,MID,Newcastle,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,55.94456854164716,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
Issa Diop,DEF,Fulham,180.0,2.0,2.0,0.0,0.0,0.0,6.1,2.0,0.0,0.01,0.0,0.0,0.0,18.0,1.8,1.0,3.0,0.0,65.12814346241655,1.5,1.35,1.35,0.5,7.0,4.5,2,3,2024-08-31T14:00:00Z
Ivan Toney,FWD,Brentford,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,80.81103895833401,1.5,1.35,1.35,0.5,7.0,7.3,0,3,2024-08-31T14:00:00Z
Jack Grealish,MID,Man City,19.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.01,1.0,0.0,0.0,0.0,0.65,0.6499999999999999,3.0,0.0,61.12883622340461,1.5,1.35,1.35,0.5,7.0,6.4,2,3,2024-08-31T16:30:00Z
Jacob Greaves,DEF,Ipswich,180.0,2.0,2.0,0.0,0.0,0.0,6.061111111111111,0.5,0.1,0.0,0.0,0.0,0.0,11.0,3.1,1.0,3.0,1.0,72.43628203556906,1.5,1.35,1.35,0.5,7.0,4.0,2,3,2024-08-31T14:00:00Z
Jacob Murphy,MID,Newcastle,86.0,2.0,2.0,0.0,0.0,0.0,6.133333333333334,1.0,0.0,0.02,0.0,0.0,0.0,12.0,1.1,1.0,3.0,1.0,72.92998403953712,1.5,1.35,1.35,0.5,7.0,5.4,4,3,2024-09-01T12:30:00Z
Jacob Ramsey,MID,Aston Villa,53.0,2.0,0.0,0.0,1.0,0.0,6.277777777777778,2.5,0.09,0.14,0.0,0.0,0.0,25.0,4.0,1.0,3.0,0.0,65.48818601696411,1.5,1.35,1.35,0.5,7.0,5.5,2,3,2024-08-31T14:00:00Z
Jaden Philogene,MID,Aston Villa,16.0,2.0,0.0,0.0,0.0,0.0,6.011111111111111,0.0,0.07,0.01,1.0,0.0,0.0,1.0,0.25,0.6499999999999999,3.0,0.0,55.37019744025804,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-08-31T14:00:00Z
Jaidon Anthony,MID,Bournemouth,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,66.76593855602759,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Jakub Kiwior,DEF,Arsenal,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,60.77286092977787,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-08-31T11:30:00Z
Jakub Moder,MID,Brighton,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,64.42125001962134,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T11:30:00Z
Jakub Stolarczyk,GK,Leicester,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,53.02283952635045,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
Jamaal Lascelles,DEF,Newcastle,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,37.1939519461135,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
James Bree,DEF,Southampton,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,60.74808066546049,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
James Maddison,MID,Spurs,156.0,2.0,2.0,0.0,2.0,1.0,6.32051282051282,5.5,0.43,1.3599999999999999,0.0,0.0,0.0,50.0,10.5,1.0,3.0,0.0,82.50539184632389,1.5,1.35,1.35,0.5,7.0,7.5,1,3,2024-09-01T12:30:00Z
James Milner,MID,Brighton,153.0,2.0,2.0,0.0,0.0,1.0,6.143790849673203,2.0,0.16,0.15,1.0,0.0,0.0,22.0,5.35,1.0,3.0,0.0,58.44882091238208,1.5,1.35,1.35,0.5,7.0,5.0,1,3,2024-08-31T11:30:00Z
Jan Bednarek,DEF,Southampton,170.0,2.0,2.0,0.0,0.0,0.0,6.129411764705883,1.5,0.0,0.04,1.0,0.0,0.0,22.0,3.3,1.0,3.0,0.0,78.48986111160403,1.5,1.35,1.35,0.5,7.0,4.0,1,3,2024-08-31T14:00:00Z
Jarrad Branthwaite,DEF,Everton,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,73.17754961469764,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-08-31T14:00:00Z
Jarrod Bowen,MID,West Ham,162.0,2.0,2.0,1.0,0.0,1.0,6.179012345679013,5.0,0.1,0.32,0.0,0.0,0.0,29.0,7.699999999999999,1.0,3.0,1.0,83.48097065802897,1.5,1.35,1.35,0.5,7.0,7.5,5,3,2024-08-31T16:30:00Z
Jean-Philippe Mateta,FWD,Crystal Palace,135.0,2.0,2.0,0.0,0.0,0.0,6.044444444444444,1.5,0.3,0.24000000000000002,0.0,0.0,0.0,6.0,2.25,1.0,3.0,0.0,82.00514958080531,1.5,1.35,1.35,0.5,7.0,7.5,2,3,2024-09-01T12:30:00Z
Jean-Ricner Bellegarde,MID,Wolves,123.0,2.0,2.0,0.0,0.0,0.0,6.048780487804878,1.5,0.07,0.01,0.0,0.0,0.0,6.0,0.25,1.0,3.0,0.0,52.224070391409924,1.5,1.35,1.35,0.5,7.0,5.0,6,3,2024-08-31T14:00:00Z
Jeffrey Schlupp,MID,Crystal Palace,9.0,2.0,0.0,0.0,0.0,0.0,6.033333333333333,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.05,0.6499999999999999,3.0,0.0,57.50806119258311,1.5,1.35,1.35,0.5,7.0,4.9,1,3,2024-09-01T12:30:00Z
Jeremy Sarmiento Morante,MID,Brighton,8.0,2.0,0.0,0.0,0.0,0.0,6.033333333333333,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.05,0.6499999999999999,3.0,0.0,49.95494045880143,1.5,1.35,1.35,0.5,7.0,4.9,0,3,2024-08-31T11:30:00Z
Jesper Lindstrøm,MID,Everton,33.0,2.0,0.0,0.0,0.0,0.0,6.044444444444444,0.5,0.04,0.01,0.0,0.0,0.0,4.0,1.5,0.6499999999999999,3.0,1.0,58.168087870243525,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-08-31T14:00:00Z
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,59.28624046223321,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
Jhon Durán,FWD,Aston Villa,53.0,2.0,0.0,1.0,0.0,0.0,6.344444444444444,3.5,0.48,0.14,0.0,0.0,1.0,31.0,3.65,1.0,3.0,0.0,70.70063052069882,1.5,1.35,1.35,0.5,7.0,6.0,7,3,2024-08-31T14:00:00Z
Joe Aribo,MID,Southampton,144.0,2.0,2.0,0.0,0.0,0.0,6.194444444444445,2.0,0.05,0.47,0.0,0.0,0.0,28.0,3.6500000000000004,1.0,3.0,0.0,55.039561551062775,1.5,1.35,1.35,0.5,7.0,5.0,2,3,2024-08-31T14:00:00Z
Joe Lumley,GK,Southampton,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,64.89737663265782,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
Joe Worrall,DEF,Nott'm Forest,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,53.39217773973329,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-08-31T14:00:00Z
Joel Ward,DEF,Crystal Palace,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,59.32343839553206,1.5,1.35,1.35,0.5,7.0,4.5,0,3,2024-09-01T12:30:00Z
Joelinton Cássio Apolinário de Lira,MID,Newcastle,180.0,2.0,2.0,1.0,0.0,1.0,6.216666666666667,6.0,0.29000000000000004,0.04,1.0,0.0,3.0,39.0,6.35,1.0,3.0,1.0,78.43605921568947,1.5,1.35,1.35,0.5,7.0,6.0,1,3,2024-09-01T12:30:00Z
John McGinn,MID,Aston Villa,125.0,2.0,2.0,0.0,0.0,1.0,6.128,2.5,0.3,0.02,0.0,0.0,0.0,16.0,1.0999999999999999,1.0,3.0,0.0,76.44709446851485,1.5,1.35,1.35,0.5,7.0,5.5,1,3,2024-08-31T14:00:00Z
John Stones,DEF,Man City,40.0,2.0,0.0,0.0,0.0,0.0,6.066666666666666,0.5,0.0,0.01,0.0,0.0,0.0,6.0,0.65,0.6499999999999999,3.0,0.0,76.2260317888567,1.5,1.35,1.35,0.5,7.0,5.4,0,3,2024-08-31T16:30:00Z
Jonathan Panzo,DEF,Nott'm Forest,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,31.582340924210673,1.5,1.35,1.35,0.5,7.0,4.0,0,3,2024-08-31T14:00:00Z
